Barcode 	 Correct reads 	 Corrected reads
A12C66B93D52N502	1	0
A12C69B68D22N502	1	0
A12C73B53D07N502	1	0
A12C74B10D44N501	1	0
A12C74B42D77N502	1	0
A12C74B86D42N501	1	0
A12C75B74D79N502	1	0
A12C75B87D50N501	1	0
A12C78B58D45N501	0	1
A12C79B17D46N501	1	0
A12C79B44D78N501	1	0
A12C82B05D92N501	1	0
A12C82B43D21N501	1	0
A12C82B68D43N501	1	0
A12C82B94D75N501	1	0
A12C83B09D60N502	1	0
A12C86B57D70N501	0	1
A12C89B02D74N502	0	1
A12C90B55D96N502	1	0
A12C91B22D69N502	1	0
A12C91B52D12N502	1	0
A12C92B51D64N502	1	0
A12C93B01D55N502	1	0
A12C94B72D55N502	1	0
A12C95B35D55N502	0	1
A13C02B25D31N502	1	0
A13C02B64D74N502	1	0
A13C03B79D42N502	1	0
A13C03B96D92N501	1	0
A13C04B96D36N502	1	0
A13C05B07D93N502	1	0
A13C05B17D05N502	1	0
A13C05B36D64N501	1	0
A13C05B63D05N501	1	0
A13C05B79D19N502	1	0
A13C06B95D88N502	1	0
A13C06B96D91N502	1	0
A13C07B02D45N502	1	0
A13C09B53D34N501	1	0
A13C10B04D07N502	1	0
A13C10B04D17N501	1	0
A13C10B05D65N502	1	0
A13C10B07D80N501	1	0
A13C10B08D44N501	1	0
A13C10B39D58N502	1	0
A13C10B56D42N502	1	0
A13C10B96D73N501	1	0
A13C11B06D34N502	1	0
A13C11B31D04N502	1	0
A13C11B75D94N502	1	0
A13C12B36D09N501	1	0
A13C12B36D75N502	1	0
A13C12B49D59N502	1	0
A13C12B75D50N502	1	0
A13C13B62D54N502	1	0
A13C14B18D13N501	0	1
A13C14B47D46N502	1	0
A13C14B59D15N502	1	0
A13C16B07D23N502	1	0
A13C16B28D90N502	1	0
A13C16B93D36N501	1	0
A13C17B22D52N501	1	0
A13C17B33D78N502	1	0
A13C18B13D85N501	1	0
A13C18B93D58N501	0	1
A13C19B01D12N501	1	0
A13C19B10D42N502	1	0
A13C19B20D32N502	1	0
A13C19B39D49N502	1	0
A13C19B60D14N502	0	1
A13C19B80D65N502	1	0
A13C21B07D62N502	0	1
A13C21B15D09N501	1	0
A13C21B51D67N502	1	0
A13C21B52D37N502	1	0
A13C21B60D48N502	1	0
A13C21B74D36N502	1	0
A13C21B89D09N501	1	0
A13C21B94D42N501	0	1
A13C22B10D74N501	1	0
A13C22B15D79N501	1	0
A13C22B22D88N502	1	0
A13C22B26D33N501	1	0
A13C22B36D87N501	1	0
A13C22B41D18N502	1	0
A13C22B51D37N502	1	0
A13C22B61D65N502	1	0
A13C22B67D37N502	1	0
A13C22B71D23N502	1	0
A13C22B82D53P999	1	0
A13C23B16D28N502	1	0
A13C23B43D42N502	1	0
A13C24B06D61N502	1	0
A13C24B28D36N502	1	0
A13C24B77D21N502	1	0
A13C24B81D81P999	0	1
A13C25B59D45N502	0	1
A13C26B31D91N502	1	0
A13C27B70D17N502	1	0
A13C28B07D01N502	1	0
A13C28B37D61N502	1	0
A13C28B91D18N502	1	0
A13C28B95D88N502	1	0
A13C29B31D78N502	1	0
A13C29B36D47N501	1	0
A13C29B57D17N501	0	1
A13C29B93D29N501	1	0
A13C29B94D88N502	1	0
A13C30B72D66N502	1	0
A13C30B87D78N501	1	0
A13C30B95D44N502	1	0
A13C33B25D77N502	1	0
A13C33B30D63N502	1	0
A13C33B33D01N502	1	0
A13C33B60D72N502	2	0
A13C33B63D81N502	1	0
A13C34B13D44N502	1	0
A13C34B28D87N502	1	0
A13C34B47D28N502	1	0
A13C34B70D43N502	1	0
A13C35B29D29N502	1	0
A13C35B48D32N502	1	0
A13C35B81D55N502	1	0
A13C36B03D11N501	1	0
A13C36B28D14N502	1	0
A13C36B55D90N502	1	0
A13C37B20D72N502	1	0
A13C37B21D06N501	1	0
A13C37B34D60N502	1	0
A13C37B36D54N502	1	0
A13C37B36D76N502	1	0
A13C37B41D59N502	1	0
A13C37B43D44N502	1	0
A13C37B45D43N502	1	0
A13C37B46D34N502	1	0
A13C39B61D45N502	1	0
A13C40B45D43N501	1	0
A13C41B01D53N502	1	0
A13C41B51D43N502	1	0
A13C41B72D53N502	1	0
A13C41B96D65N502	1	0
A13C42B14D14N502	1	0
A13C42B81D81N502	0	1
A13C43B39D50N501	1	0
A13C44B09D46N502	1	0
A13C44B16D18N502	1	0
A13C44B38D87N502	1	0
A13C44B51D78N502	1	0
A13C44B73D01N502	1	0
A13C44B92D27N502	1	0
A13C45B36D88N502	1	0
A13C45B50D70N501	1	0
A13C45B72D83N502	1	0
A13C45B88D38N502	1	0
A13C47B05D64N502	1	0
A13C47B72D07N501	1	0
A13C47B88D60N501	1	0
A13C48B26D88N502	1	0
A13C48B52D74N501	0	1
A13C48B87D24N501	1	0
A13C48B87D40N502	1	0
A13C49B23D06N502	1	0
A13C49B40D75N501	1	0
A13C50B30D80N502	1	0
A13C50B58D66N502	0	1
A13C50B73D22N502	1	0
A13C51B16D01N502	1	0
A13C52B81D46N501	1	0
A13C53B22D27N501	1	0
A13C53B26D56N502	1	0
A13C53B34D50N502	1	0
A13C53B36D60N501	1	0
A13C53B54D93N502	1	0
A13C53B60D80N501	1	0
A13C54B14D46N501	1	0
A13C54B35D60N501	1	0
A13C54B38D07N501	1	0
A13C54B41D14N502	0	1
A13C54B69D86N501	1	0
A13C55B19D20N501	1	0
A13C56B39D64N502	1	0
A13C56B53D78N501	1	0
A13C57B05D10N502	0	1
A13C57B38D71N501	1	0
A13C58B55D78N502	1	0
A13C59B05D44N502	1	0
A13C59B21D31N502	1	0
A13C59B95D64N502	1	0
A13C60B59D71N501	1	0
A13C60B74D16N501	1	0
A13C60B84D74N502	1	0
A13C61B08D07N501	1	0
A13C61B09D85N501	1	0
A13C61B37D69N501	1	0
A13C61B68D51N501	1	0
A13C61B94D61N502	1	0
A13C62B04D51N502	1	0
A13C62B16D89N501	1	0
A13C62B57D89N501	1	0
A13C62B74D55N501	1	0
A13C62B94D88N502	1	0
A13C63B63D71N502	1	0
A13C64B05D89N502	1	0
A13C64B11D11N501	1	0
A13C64B59D92N501	1	0
A13C65B02D43N502	1	0
A13C65B18D94N502	1	0
A13C65B30D11N502	1	0
A13C67B51D70N502	1	0
A13C67B60D34N502	1	0
A13C67B64D70N502	1	0
A13C67B69D20N502	1	0
A13C67B69D29N502	1	0
A13C67B77D01N502	1	0
A13C67B78D27N501	1	0
A13C67B80D31N501	1	0
A13C68B43D70N501	1	0
A13C68B61D93N501	1	0
A13C69B56D44N502	0	1
A13C70B04D28N502	1	0
A13C70B33D50N501	1	0
A13C70B50D81N502	1	0
A13C70B92D80N502	1	0
A13C71B19D01N501	1	0
A13C71B34D33N502	1	0
A13C71B57D69N502	1	0
A13C73B06D57N502	1	0
A13C73B31D32N501	1	0
A13C73B51D87N502	1	0
A13C73B60D36N502	1	0
A13C74B13D67N502	1	0
A13C74B23D57N502	1	0
A13C74B26D61N502	1	0
A13C74B26D73N502	1	0
A13C75B65D26N502	1	0
A13C76B05D84N501	1	0
A13C76B22D61N501	1	0
A13C77B16D92N502	1	0
A13C78B71D10N501	1	0
A13C78B80D20N501	1	0
A13C79B23D26N501	1	0
A13C79B44D70N501	1	0
A13C79B84D36N502	1	0
A13C79B92D93N502	0	1
A13C80B33D11N501	1	0
A13C80B49D06N501	1	0
A13C80B74D40N501	1	0
A13C81B37D43N502	1	0
A13C81B46D53N501	1	0
A13C81B65D06N502	1	0
A13C81B74D50N502	1	0
A13C81B93D01N501	1	0
A13C82B06D65N501	1	0
A13C82B16D85N502	1	0
A13C83B07D87N502	1	0
A13C84B22D77N502	1	0
A13C85B37D46N502	1	0
A13C86B21D61N502	0	1
A13C86B30D50N501	1	0
A13C86B42D91N502	1	0
A13C87B02D74N502	1	0
A13C87B25D86N502	1	0
A13C88B72D58N502	1	0
A13C89B29D21N502	1	0
A13C89B50D23N502	1	0
A13C89B96D63N501	1	0
A13C91B41D29N502	0	1
A13C91B70D93N502	1	0
A13C92B34D79N501	1	0
A13C92B59D14N501	1	0
A13C92B94D66N501	1	0
A13C92B95D82N501	1	0
A13C93B26D15N501	1	0
A13C94B22D77N501	1	0
A13C94B66D37N502	0	1
A13C94B77D43P999	1	0
A13C94B84D53N502	1	0
A13C95B25D86N502	0	1
A13C96B59D53N502	1	0
A14C01B46D44N502	0	1
A14C01B83D67N502	1	0
A14C02B83D65N502	1	0
A14C02B93D82N502	1	0
A14C03B10D45N502	1	0
A14C03B63D96N502	1	0
A14C05B61D23N501	1	0
A14C06B10D13N501	1	0
A14C06B58D43N502	1	0
A14C06B68D94N501	1	0
A14C06B87D80N502	1	0
A14C07B50D96N502	1	0
A14C09B37D90N501	1	0
A14C10B06D68N501	1	0
A14C10B22D18N502	1	0
A14C10B23D94N502	1	0
A14C10B27D59N501	1	0
A14C10B27D88N501	1	0
A14C10B40D32N502	1	0
A14C10B56D36N502	1	0
A14C10B66D55N501	1	0
A14C10B70D50N501	1	0
A14C10B70D88N501	1	0
A14C10B94D15N502	1	0
A14C10B96D66N501	1	0
A14C11B05D56N501	1	0
A14C11B48D52N502	1	0
A14C11B49D59N501	1	0
A14C11B59D04N502	1	0
A14C12B11D33N502	1	0
A14C12B56D68N502	1	0
A14C12B68D26N502	1	0
A14C13B30D88N502	1	0
A14C13B34D34N501	1	0
A14C13B75D67N501	1	0
A14C13B94D29N502	1	0
A14C14B15D62N502	1	0
A14C14B81D04N502	1	0
A14C15B34D09N501	1	0
A14C16B60D13N502	1	0
A14C17B05D45N502	1	0
A14C17B06D76N501	1	0
A14C17B78D17N501	1	0
A14C18B38D58N502	1	0
A14C18B51D72N501	1	0
A14C18B63D91N501	1	0
A14C19B53D66N501	1	0
A14C19B56D79N502	1	0
A14C19B61D68N502	1	0
A14C19B64D05N502	1	0
A14C19B94D50N501	1	0
A14C20B65D44N501	1	0
A14C20B66D72N502	1	0
A14C20B73D20N501	0	1
A14C20B95D46N501	1	0
A14C21B70D26N502	0	1
A14C21B90D05N502	1	0
A14C22B05D13N502	1	0
A14C22B09D16N501	1	0
A14C22B25D13N501	1	0
A14C22B86D72N501	1	0
A14C24B45D17N502	1	0
A14C24B76D06N502	1	0
A14C25B05D59N501	1	0
A14C25B25D66N502	1	0
A14C25B87D78N502	1	0
A14C25B92D05N502	1	0
A14C26B61D60N502	1	0
A14C27B42D20N502	1	0
A14C27B88D48N501	1	0
A14C27B95D15N502	1	0
A14C28B18D64N502	1	0
A14C28B35D56N502	1	0
A14C28B38D10N502	1	0
A14C28B73D57N502	1	0
A14C29B03D72N502	1	0
A14C29B33D28N502	1	0
A14C29B61D73N502	1	0
A14C29B65D58N502	1	0
A14C29B74D36N502	1	0
A14C29B93D46N501	1	0
A14C30B09D35N502	1	0
A14C31B13D52N502	0	1
A14C31B38D57N501	1	0
A14C31B39D48N502	1	0
A14C31B61D90N502	1	0
A14C31B71D44N502	0	1
A14C31B87D31N502	1	0
A14C31B96D74N501	1	0
A14C32B05D94N501	1	0
A14C33B39D09N501	1	0
A14C33B46D86N502	1	0
A14C33B92D51N502	1	0
A14C34B16D26N501	1	0
A14C34B18D31N501	1	0
A14C34B26D20N502	1	0
A14C34B37D04N502	1	0
A14C34B38D77N502	1	0
A14C34B45D36N502	1	0
A14C35B37D15N502	1	0
A14C35B55D80N502	1	0
A14C36B02D57N502	1	0
A14C36B03D69N501	1	0
A14C36B16D77N502	1	0
A14C36B55D25N502	1	0
A14C36B55D63N501	1	0
A14C36B81D84N502	1	0
A14C37B46D38N502	1	0
A14C37B61D88N501	1	0
A14C37B68D71N502	1	0
A14C38B11D58N501	1	0
A14C38B30D05N501	1	0
A14C41B75D49N502	1	0
A14C41B95D44N501	1	0
A14C42B14D80N502	1	0
A14C42B21D15N502	1	0
A14C42B88D90N501	1	0
A14C43B94D95N501	1	0
A14C44B13D22N502	1	0
A14C44B26D69N501	1	0
A14C44B62D62N502	1	0
A14C44B86D12N502	0	1
A14C45B11D78N502	1	0
A14C45B89D37N502	1	0
A14C48B47D81N502	1	0
A14C49B41D68N502	1	0
A14C49B46D77N501	1	0
A14C49B69D69N501	1	0
A14C50B13D11N502	1	0
A14C50B85D74N502	1	0
A14C51B10D22N501	1	0
A14C51B17D12N501	1	0
A14C51B26D05N501	1	0
A14C51B69D11N501	1	0
A14C51B87D55N502	1	0
A14C52B11D54N502	1	0
A14C52B23D37N502	1	0
A14C52B37D67N501	1	0
A14C52B46D20N502	1	0
A14C52B90D05N502	1	0
A14C53B23D57N502	1	0
A14C53B34D36N501	1	0
A14C53B58D68N501	1	0
A14C54B03D12N501	1	0
A14C54B05D91N502	1	0
A14C54B94D04N502	1	0
A14C55B95D56N502	1	0
A14C57B26D96N502	1	0
A14C57B39D26N502	1	0
A14C58B31D57N502	1	0
A14C58B38D81N501	1	0
A14C59B10D65N501	1	0
A14C59B19D23N502	1	0
A14C60B09D06N501	1	0
A14C60B37D15N501	1	0
A14C60B41D25N501	1	0
A14C61B02D88N502	1	0
A14C61B05D08N502	1	0
A14C61B49D76N502	1	0
A14C62B60D64N502	1	0
A14C62B66D38N502	1	0
A14C62B76D39N502	1	0
A14C62B85D08N502	1	0
A14C64B30D59N501	1	0
A14C64B34D57N502	1	0
A14C64B87D01N502	1	0
A14C65B18D24N502	1	0
A14C65B66D16N502	1	0
A14C65B93D90N501	1	0
A14C66B01D57N502	1	0
A14C66B82D31N502	1	0
A14C67B02D87N501	1	0
A14C67B51D96N501	1	0
A14C67B74D39N501	1	0
A14C67B93D60N501	1	0
A14C68B06D35N502	1	0
A14C69B04D54N502	1	0
A14C69B06D16N502	1	0
A14C69B42D67N502	1	0
A14C69B77D55N502	1	0
A14C69B80D68N501	1	0
A14C69B81D65N501	1	0
A14C70B46D51N502	1	0
A14C70B91D23N502	0	1
A14C71B23D89N502	1	0
A14C71B51D02N501	1	0
A14C71B66D40N502	1	0
A14C73B44D29N502	1	0
A14C73B49D43N502	1	0
A14C73B73D40N501	1	0
A14C74B36D23N502	1	0
A14C74B43D51N502	0	1
A14C74B55D77N502	0	1
A14C74B75D75N502	1	0
A14C74B82D27N502	1	0
A14C76B55D50N502	1	0
A14C76B93D35N501	1	0
A14C76B95D05N502	1	0
A14C76B96D59N501	1	0
A14C77B58D34N502	1	0
A14C77B84D28N501	1	0
A14C78B10D19N501	1	0
A14C78B25D95N501	1	0
A14C78B33D37N502	1	0
A14C78B89D63N501	1	0
A14C78B90D61N502	1	0
A14C79B56D69N502	1	0
A14C80B39D20N502	1	0
A14C80B89D75N501	1	0
A14C81B09D23N502	1	0
A14C81B23D80N502	1	0
A14C81B61D74N501	1	0
A14C81B72D94N501	1	0
A14C81B84D51N501	1	0
A14C82B05D23N502	1	0
A14C82B71D04N502	0	1
A14C83B42D04N502	1	0
A14C84B15D72N502	1	0
A14C84B30D57N502	1	0
A14C85B01D33N501	1	0
A14C85B04D56N501	1	0
A14C85B06D22N501	1	0
A14C85B77D42N502	1	0
A14C86B30D81N502	1	0
A14C86B32D16N501	1	0
A14C86B65D35N501	1	0
A14C87B22D23N502	1	0
A14C88B54D58N502	1	0
A14C89B48D58N502	1	0
A14C90B50D15N502	1	0
A14C90B57D24N501	0	1
A14C90B94D59N502	0	1
A14C91B77D59N502	1	0
A14C92B03D23N502	0	1
A14C92B21D43N501	1	0
A14C92B38D18N502	1	0
A14C92B71D52N502	1	0
A14C93B31D05N502	1	0
A14C93B76D09N502	1	0
A14C94B37D59N502	1	0
A14C95B02D80N502	0	1
A14C95B06D05N502	1	0
A14C95B49D75N502	1	0
A14C95B77D34N502	1	0
A14C95B85D85N501	1	0
A14C96B70D38N502	1	0
A15C01B04D11N502	1	0
A15C01B09D77N502	1	0
A15C01B20D52N502	0	1
A15C01B27D88N502	1	0
A15C01B57D81N502	1	0
A15C02B12D87N502	1	0
A15C02B31D46N501	1	0
A15C02B41D77N501	1	0
A15C02B50D11N501	1	0
A15C02B95D16N502	1	0
A15C03B17D67N502	1	0
A15C03B50D62N502	1	0
A15C03B84D49N502	1	0
A15C03B94D18N502	2	0
A15C05B09D44N502	1	0
A15C05B30D08N502	1	0
A15C05B61D28N502	1	0
A15C05B92D24N502	1	0
A15C06B40D52N502	1	0
A15C06B42D77N502	1	0
A15C10B04D56N501	1	0
A15C10B12D13N502	1	0
A15C10B31D84N502	1	0
A15C10B38D57N502	1	0
A15C10B73D48N502	1	0
A15C10B74D58N502	1	0
A15C10B95D86N502	1	0
A15C11B57D44N501	1	0
A15C12B16D34N501	0	1
A15C12B16D80N501	1	0
A15C12B21D81N501	1	0
A15C13B18D04N502	1	0
A15C13B26D62N501	1	0
A15C13B52D93N502	1	0
A15C13B56D66N501	1	0
A15C14B16D74N502	1	0
A15C14B47D27N501	1	0
A15C14B58D05N502	1	0
A15C15B40D96N502	1	0
A15C15B54D58N502	1	0
A15C16B11D55N501	1	0
A15C16B15D48N502	0	1
A15C16B26D05N502	1	0
A15C16B29D96N502	1	0
A15C16B94D53N502	1	0
A15C17B23D92N502	1	0
A15C17B55D11N502	1	0
A15C17B66D55N502	1	0
A15C17B74D50N502	1	0
A15C17B86D69N502	1	0
A15C18B29D44N501	1	0
A15C18B33D46N501	0	1
A15C18B50D13N502	1	0
A15C19B07D62N502	1	0
A15C19B22D10N501	1	0
A15C19B46D12N501	1	0
A15C20B09D31N501	1	0
A15C21B32D61N501	2	0
A15C21B43D88N501	1	0
A15C22B18D34N502	1	0
A15C22B23D92N502	1	0
A15C22B61D15N501	1	0
A15C22B71D70N502	1	0
A15C22B72D86N502	1	0
A15C23B06D82N502	0	1
A15C23B43D90N502	1	0
A15C23B66D36N502	1	0
A15C23B86D47N502	1	0
A15C26B75D71N502	1	0
A15C26B88D50N501	1	0
A15C26B95D34N502	0	1
A15C27B22D33N502	1	0
A15C27B45D88N502	0	1
A15C27B50D86N502	1	0
A15C27B52D62N501	1	0
A15C27B77D58N502	0	1
A15C27B86D06N502	1	0
A15C27B93D50N502	2	0
A15C28B08D61N502	1	0
A15C28B13D42N502	0	1
A15C28B57D51N502	1	0
A15C29B34D85N502	1	0
A15C29B39D01N502	1	0
A15C29B44D21N501	1	0
A15C29B51D25N502	1	0
A15C29B55D14N501	1	0
A15C29B86D35N501	1	0
A15C30B06D52N502	1	0
A15C31B01D36N502	1	0
A15C31B15D62N502	1	0
A15C31B28D78N502	1	0
A15C31B55D68N502	1	0
A15C31B55D77N502	1	0
A15C31B68D78N502	0	1
A15C31B86D68N501	1	0
A15C33B54D18N501	1	0
A15C33B59D46N502	1	0
A15C33B96D42N502	1	0
A15C34B09D17N502	1	0
A15C34B31D67N501	1	0
A15C35B39D95N501	1	0
A15C35B59D35N501	1	0
A15C35B64D92N501	1	0
A15C35B88D73N502	1	0
A15C36B29D65N502	1	0
A15C36B48D86N502	1	0
A15C36B49D94N502	1	0
A15C36B62D67N502	1	0
A15C36B66D78N502	1	0
A15C36B83D79N502	1	0
A15C36B88D55N501	1	0
A15C36B96D62N502	1	0
A15C37B45D45N502	1	0
A15C37B48D23N501	1	0
A15C38B80D56N501	1	0
A15C39B79D15N502	1	0
A15C40B02D34N502	1	0
A15C40B39D26N501	1	0
A15C41B04D91N501	1	0
A15C41B96D29N502	1	0
A15C42B26D13N502	1	0
A15C42B44D36N502	1	0
A15C42B60D64N502	1	0
A15C43B76D08N502	1	0
A15C44B08D74N501	0	1
A15C44B41D72N501	1	0
A15C44B90D71N502	1	0
A15C45B02D05N501	1	0
A15C45B11D42N501	1	0
A15C45B39D48N502	1	0
A15C45B63D84N502	1	0
A15C45B95D37P999	1	0
A15C46B41D55N501	0	1
A15C47B11D83N502	1	0
A15C47B69D60N502	0	1
A15C47B77D17N502	1	0
A15C47B93D27N502	1	0
A15C48B20D73N501	1	0
A15C48B31D44N501	1	0
A15C49B41D77N502	1	0
A15C49B49D74P999	1	0
A15C49B63D66N501	1	0
A15C49B95D90N502	1	0
A15C50B42D72N502	1	0
A15C50B86D61N502	1	0
A15C50B94D16N502	1	0
A15C51B41D77N501	1	0
A15C51B52D56N502	1	0
A15C52B20D68N501	1	0
A15C52B93D66N502	1	0
A15C53B15D43N501	1	0
A15C53B40D35N502	1	0
A15C54B64D70N501	1	0
A15C54B66D23N501	1	0
A15C54B81D42N501	1	0
A15C54B94D10N501	1	0
A15C54B94D23N501	1	0
A15C55B10D68N502	1	0
A15C55B11D39N501	1	0
A15C55B32D16N502	1	0
A15C55B46D67N502	0	1
A15C55B56D76N501	1	0
A15C57B03D77N501	0	1
A15C57B30D53N501	1	0
A15C57B35D60N502	1	0
A15C57B75D38N501	1	0
A15C58B17D43N501	1	0
A15C59B04D76N502	1	0
A15C59B92D63N502	1	0
A15C60B74D42N502	1	0
A15C61B85D82N502	1	0
A15C61B88D27N501	1	0
A15C62B29D76N502	1	0
A15C62B66D44N501	1	0
A15C62B88D08N502	1	0
A15C63B07D76N501	0	1
A15C63B57D81N502	0	1
A15C63B77D37N502	1	0
A15C64B04D35N501	1	0
A15C64B16D34N502	1	0
A15C64B31D53N502	0	1
A15C64B88D44N502	1	0
A15C65B02D17N502	1	0
A15C65B40D74N502	1	0
A15C66B13D15N502	1	0
A15C66B62D25N502	1	0
A15C67B61D30N502	1	0
A15C67B66D30N502	1	0
A15C67B86D27N502	1	0
A15C68B09D69N501	1	0
A15C68B45D68N502	1	0
A15C68B60D89N502	1	0
A15C68B90D82N501	1	0
A15C69B16D88N502	1	0
A15C69B49D38N502	1	0
A15C69B66D65N501	1	0
A15C70B17D94N501	0	1
A15C71B14D90N502	1	0
A15C71B30D17N501	0	1
A15C73B04D62N502	0	1
A15C73B55D63N501	1	0
A15C73B59D60N501	1	0
A15C73B76D31N502	1	0
A15C74B16D23N501	0	1
A15C74B30D60P00	1	0
A15C74B47D80N502	1	0
A15C74B73D81N502	1	0
A15C74B95D37N502	1	0
A15C75B17D35N502	1	0
A15C76B58D43N502	1	0
A15C76B66D17N501	1	0
A15C76B71D25N502	1	0
A15C76B90D43N502	1	0
A15C77B64D59N501	1	0
A15C78B70D71N502	1	0
A15C79B41D84N502	1	0
A15C80B09D39N502	1	0
A15C80B70D47N502	1	0
A15C80B74D75N502	1	0
A15C80B94D73N502	1	0
A15C82B22D43N501	1	0
A15C82B69D30N502	1	0
A15C82B74D62N502	1	0
A15C84B12D61N502	1	0
A15C85B31D64P999	1	0
A15C85B31D71N501	1	0
A15C86B09D25N502	1	0
A15C86B32D19N502	1	0
A15C86B33D53N502	0	1
A15C86B55D62N502	1	0
A15C86B83D20N501	1	0
A15C87B42D15N502	1	0
A15C87B59D60N501	1	0
A15C88B31D61N502	1	0
A15C89B89D24N502	1	0
A15C90B05D17N502	1	0
A15C90B10D26N501	1	0
A15C90B13D50N502	1	0
A15C90B14D96N501	1	0
A15C90B87D64N501	1	0
A15C91B29D90N501	1	0
A15C91B73D33N502	1	0
A15C92B61D84N501	1	0
A15C93B12D76N501	0	1
A15C93B20D58N501	1	0
A15C93B52D53N502	1	0
A15C95B70D38N501	1	0
A15C96B21D46N501	1	0
A15C96B63D83N501	1	0
A16C02B82D89N502	1	0
A16C03B22D64N502	1	0
A16C05B16D55N502	1	0
A16C05B89D78N501	1	0
A16C06B13D06N501	0	1
A16C06B38D82N501	1	0
A16C06B44D14N502	1	0
A16C06B63D64N501	2	0
A16C06B94D67N502	0	1
A16C07B25D35N501	1	0
A16C09B31D79N501	1	0
A16C09B37D06N501	1	0
A16C10B05D27N502	1	0
A16C10B12D04N501	1	0
A16C10B14D22N501	1	0
A16C10B46D86N501	1	0
A16C10B61D59N502	1	0
A16C10B64D55N501	1	0
A16C10B78D31N502	1	0
A16C10B81D86N502	0	1
A16C11B20D06N502	1	0
A16C11B39D90N502	1	0
A16C11B42D29N502	1	0
A16C11B61D21N502	1	0
A16C12B09D87N502	1	0
A16C12B70D46N502	1	0
A16C12B85D54N502	1	0
A16C13B02D37N502	1	0
A16C13B19D16N501	1	0
A16C13B28D85N501	1	0
A16C13B31D47N502	0	1
A16C16B94D66N502	1	0
A16C17B04D90N501	1	0
A16C17B06D57N501	1	0
A16C17B08D87N502	1	0
A16C17B46D60N502	1	0
A16C17B67D94N502	1	0
A16C19B09D91N502	1	0
A16C19B53D22N501	2	0
A16C20B36D37N501	1	0
A16C20B64D52N501	1	0
A16C20B74D04N501	1	0
A16C21B27D87N501	1	0
A16C21B82D65N502	1	0
A16C22B07D83N501	0	1
A16C22B10D46N502	1	0
A16C22B13D89N502	0	1
A16C22B14D82N501	1	0
A16C22B23D35N502	1	0
A16C22B60D96N502	1	0
A16C22B61D70N502	1	0
A16C22B69D78N502	0	1
A16C22B71D42N502	1	0
A16C23B02D01N501	1	0
A16C23B23D86N502	1	0
A16C25B32D28N502	1	0
A16C25B33D01N502	1	0
A16C25B48D73N502	1	0
A16C26B10D52N502	1	0
A16C26B74D95N502	1	0
A16C26B91D19N501	1	0
A16C27B06D15N502	1	0
A16C27B08D47N502	1	0
A16C27B26D50N502	1	0
A16C27B42D48N502	1	0
A16C27B45D76N502	1	0
A16C27B48D28N502	1	0
A16C27B52D30N501	1	0
A16C27B77D46N501	1	0
A16C28B12D33N502	0	1
A16C28B46D09N502	1	0
A16C29B18D76N502	1	0
A16C29B49D03N502	1	0
A16C29B62D44N501	1	0
A16C29B66D22N501	1	0
A16C30B29D38N502	0	1
A16C30B39D95N502	1	0
A16C31B04D35N502	0	1
A16C31B32D03N502	1	0
A16C31B35D58N502	1	0
A16C33B47D78N501	1	0
A16C34B07D13N502	1	0
A16C34B10D30N501	0	1
A16C34B62D05N502	1	0
A16C34B79D01N501	1	0
A16C35B32D70N502	1	0
A16C35B55D82N501	1	0
A16C35B83D49N502	1	0
A16C35B83D81N502	1	0
A16C35B85D16N501	1	0
A16C36B05D26N502	1	0
A16C36B52D71N502	1	0
A16C36B67D46N502	1	0
A16C36B92D19N502	1	0
A16C37B06D54N502	1	0
A16C37B12D82N501	1	0
A16C37B18D16N502	1	0
A16C37B82D64N501	1	0
A16C37B96D65N501	1	0
A16C38B05D68N502	1	0
A16C38B11D52N502	1	0
A16C38B21D87N501	1	0
A16C38B36D35P999	1	0
A16C38B48D64N502	1	0
A16C38B59D94N502	1	0
A16C38B82D53N501	1	0
A16C39B04D37N502	1	0
A16C39B19D36N502	0	1
A16C39B63D61N502	1	0
A16C40B76D42N502	1	0
A16C40B94D21N501	1	0
A16C41B13D01N502	1	0
A16C41B82D69N502	1	0
A16C42B12D93N502	1	0
A16C42B58D20N502	1	0
A16C42B86D04N502	1	0
A16C43B58D38N502	1	0
A16C44B21D53N502	1	0
A16C44B42D01N502	1	0
A16C45B15D85N501	1	0
A16C45B23D14N501	1	0
A16C45B32D77N501	1	0
A16C45B58D12N501	1	0
A16C45B65D96N502	1	0
A16C45B74D17N501	1	0
A16C45B87D04N501	0	1
A16C47B27D73N501	1	0
A16C47B43D09N502	1	0
A16C48B59D81N502	1	0
A16C48B87D26N502	1	0
A16C49B51D31N501	1	0
A16C50B18D44N502	1	0
A16C50B33D60N501	1	0
A16C50B41D60N502	1	0
A16C51B23D06N502	1	0
A16C51B33D65N501	1	0
A16C52B45D71N502	1	0
A16C52B63D04N501	1	0
A16C53B07D59N502	1	0
A16C53B56D87N502	1	0
A16C53B67D84N502	1	0
A16C54B33D90N501	0	1
A16C54B46D52N501	1	0
A16C54B78D33N501	1	0
A16C55B35D78N501	1	0
A16C56B81D49N502	1	0
A16C56B82D69N502	1	0
A16C58B49D01N501	1	0
A16C59B08D29N501	1	0
A16C59B20D69N501	1	0
A16C59B41D43N502	1	0
A16C59B45D83N502	1	0
A16C59B54D78N502	1	0
A16C59B63D74N502	1	0
A16C59B82D25N501	1	0
A16C60B59D02N502	1	0
A16C60B95D92N501	1	0
