Barcode 	 Correct reads 	 Corrected reads
A86C89B91D60N501	1	0
A86C90B03D38N502	0	1
A86C90B06D38N502	0	1
A86C91B30D72N501	1	0
A86C92B93D26N502	1	0
A86C93B05D07N501	1	0
A86C93B43D49N502	1	0
A86C94B03D17N502	0	1
A86C94B20D52N502	1	0
A86C94B39D06N502	0	1
A86C94B42D47N502	1	0
A86C94B50D51N502	1	0
A86C94B74D92N502	1	0
A86C94B94D71N502	1	0
A86C95B21D01N501	1	0
A86C95B68D86P999	1	0
A87C01B50D03N502	1	0
A87C01B58D34N502	1	0
A87C02B35D19N501	1	0
A87C03B21D35N502	1	0
A87C03B89D46N502	1	0
A87C04B41D57N501	1	0
A87C04B43D55N501	1	0
A87C06B31D63N502	1	0
A87C06B58D88N502	1	0
A87C07B04D59N502	1	0
A87C10B06D71N502	1	0
A87C10B26D24N502	1	1
A87C10B27D33N501	1	0
A87C10B27D58N502	1	0
A87C10B36D67N502	1	0
A87C10B45D11N502	1	0
A87C10B46D89N502	1	0
A87C10B57D60N501	1	0
A87C10B64D73N502	1	0
A87C10B76D42N502	1	0
A87C10B77D43N501	1	0
A87C10B78D70N502	1	0
A87C10B83D22N502	0	1
A87C10B85D33N501	1	0
A87C10B92D19N502	1	0
A87C11B02D23N502	1	0
A87C11B39D22N501	1	0
A87C12B45D64N502	1	0
A87C12B63D67N502	0	1
A87C13B05D16N501	1	0
A87C13B38D58N501	1	0
A87C13B72D53N502	1	0
A87C14B81D86N502	1	0
A87C14B88D05N502	1	0
A87C15B04D83N502	1	0
A87C15B27D22N502	1	0
A87C16B19D60N502	1	0
A87C16B25D90N501	1	0
A87C16B27D61N502	1	0
A87C16B55D43N501	1	0
A87C16B60D16N502	1	0
A87C17B09D70N502	1	0
A87C17B43D63N502	1	0
A87C17B56D96N502	1	0
A87C18B10D78N501	1	0
A87C19B69D36N502	1	0
A87C19B96D64N501	1	0
A87C21B13D22N502	1	0
A87C21B29D91N502	1	0
A87C21B29D96N501	1	0
A87C21B44D24N502	1	0
A87C21B67D78N502	0	1
A87C21B94D93N501	1	0
A87C22B01D46N502	1	0
A87C22B12D29N501	1	0
A87C22B22D94N501	1	0
A87C22B49D81N501	1	0
A87C22B55D51N501	1	0
A87C22B74D34N502	1	0
A87C23B33D37N502	1	0
A87C23B49D35N502	1	0
A87C23B61D56N501	1	0
A87C23B64D28N502	1	0
A87C23B66D15N502	1	0
A87C23B66D56N502	1	0
A87C24B28D59N502	1	0
A87C25B15D10N501	1	0
A87C26B31D44N502	1	0
A87C27B09D65N502	1	0
A87C27B15D51N502	0	1
A87C27B17D65N501	1	0
A87C27B47D59N501	1	0
A87C27B48D23N501	1	0
A87C27B56D74N502	1	0
A87C27B64D38N502	1	0
A87C27B81D22N502	1	0
A87C28B09D66N502	1	0
A87C28B33D10N501	1	0
A87C28B49D62N502	1	0
A87C28B60D11N502	1	0
A87C28B83D60N502	1	0
A87C29B03D73N502	1	0
A87C29B26D07N502	1	0
A87C29B29D03N501	1	0
A87C29B56D31N502	1	0
A87C30B20D32N501	1	0
A87C30B93D88N502	1	0
A87C33B16D59N502	1	0
A87C33B20D82N502	1	0
A87C33B91D23N502	1	0
A87C33B94D48N501	1	0
A87C34B57D43N501	1	0
A87C35B22D09N502	1	0
A87C35B31D07N502	1	0
A87C35B49D69N502	1	0
A87C36B16D95N502	1	0
A87C36B30D88N501	1	0
A87C36B44D22N501	1	0
A87C36B60D66N502	1	0
A87C36B84D51N501	1	0
A87C37B02D22N501	1	0
A87C37B16D22N502	1	0
A87C37B23D21N501	1	0
A87C37B25D10N501	1	0
A87C37B28D63N502	1	0
A87C37B86D69N502	1	0
A87C38B10D84N502	1	0
A87C38B27D40N501	1	0
A87C38B67D38N502	1	0
A87C39B08D82N502	1	0
A87C39B45D61N502	1	0
A87C40B43D49N502	0	1
A87C40B54D72N502	1	0
A87C41B58D74N501	1	0
A87C42B45D46N502	1	0
A87C42B55D38N502	1	0
A87C42B69D73N502	1	0
A87C43B94D23N501	1	0
A87C44B12D56N502	1	0
A87C44B16D11N502	2	0
A87C44B49D68N502	1	0
A87C44B74D28N501	0	1
A87C45B06D60N502	1	0
A87C45B12D33N502	1	0
A87C45B32D73N501	1	0
A87C45B75D16N501	1	0
A87C45B76D64N502	1	0
A87C47B93D71N501	1	0
A87C48B08D70N501	1	0
A87C50B17D83N502	1	0
A87C50B35D17N501	1	0
A87C50B52D91N502	1	0
A87C50B80D27N502	1	0
A87C50B83D49N502	1	0
A87C51B45D08N501	1	0
A87C53B94D23N501	1	0
A87C54B17D16N502	1	0
A87C54B45D83N502	1	0
A87C54B90D26N501	1	0
A87C55B04D11N502	1	0
A87C55B23D39N502	1	0
A87C55B91D66N502	1	0
A87C56B42D06N502	1	0
A87C56B49D86N502	1	0
A87C56B64D07N502	1	0
A87C57B85D96N502	0	1
A87C57B92D78N502	1	0
A87C58B92D45N502	1	0
A87C59B18D07N501	1	0
A87C59B45D75N502	1	0
A87C59B46D06N502	1	0
A87C59B53D42N502	1	0
A87C59B71D77N502	1	0
A87C60B34D02N501	1	0
A87C61B33D67N501	1	0
A87C61B71D77N502	1	0
A87C62B18D86N501	1	0
A87C62B28D52N501	0	1
A87C62B52D15N502	1	0
A87C63B04D45N502	1	0
A87C64B54D26N501	1	0
A87C65B58D65N501	1	0
A87C65B66D30N502	1	0
A87C66B08D81N502	1	0
A87C66B88D57N502	1	0
A87C66B91D81N502	1	0
A87C67B18D64N502	1	0
A87C67B50D79N502	1	0
A87C67B56D43N502	1	0
A87C68B32D29N501	1	0
A87C68B44D73N502	1	0
A87C68B45D15N502	1	0
A87C69B06D31N501	1	0
A87C69B06D58N502	1	0
A87C69B39D21N502	0	1
A87C69B41D28N502	1	0
A87C70B16D60N502	1	0
A87C70B36D89N502	1	0
A87C70B70D24N501	1	0
A87C70B74D11N502	1	0
A87C71B08D96N501	0	1
A87C71B81D85N501	1	0
A87C73B23D75N502	1	0
A87C73B30D82N501	0	1
A87C73B91D94N502	1	0
A87C74B25D67N501	1	0
A87C75B67D19N502	1	0
A87C76B01D73N502	1	0
A87C76B08D89N501	1	0
A87C76B59D51N502	1	0
A87C76B95D44N502	1	0
A87C77B58D67N501	1	0
A87C77B92D27N501	1	0
A87C78B16D07N502	1	0
A87C78B23D53N502	1	0
A87C78B48D33N501	1	0
A87C78B72D88N501	1	0
A87C78B85D14N502	1	0
A87C79B42D42N501	1	0
A87C80B33D56N501	1	0
A87C80B35D18N501	1	0
A87C80B38D51N501	0	1
A87C80B92D12N501	1	0
A87C81B07D58N501	1	0
A87C81B74D73N502	1	0
A87C82B04D22N501	1	0
A87C82B41D42N501	1	0
A87C83B16D67N502	1	0
A87C84B13D84N501	1	0
A87C85B06D69N502	1	0
A87C85B30D91N502	1	0
A87C85B54D11N502	1	0
A87C86B25D96N502	1	0
A87C87B37D42N502	1	0
A87C87B89D36N501	1	0
A87C88B13D65N502	0	1
A87C89B14D80N502	1	0
A87C89B20D45N502	1	0
A87C89B79D91N501	1	0
A87C89B84D04N502	1	0
A87C90B16D68N502	1	0
A87C90B16D94N501	1	0
A87C90B21D23N502	1	0
A87C90B53D44N502	1	0
A87C91B25D07N501	1	0
A87C91B25D75N502	1	0
A87C91B40D80N501	0	1
A87C91B59D94N502	1	0
A87C91B92D38N502	1	0
A87C93B47D70N501	1	0
A87C93B64D66N501	1	0
A87C94B20D86N502	1	0
A87C94B27D69N502	1	0
A87C94B44D29N502	1	0
A87C94B60D64N502	1	0
A87C95B50D39N502	1	0
A87C96B27D75N501	1	0
A87C96B80D25N502	1	0
A88C01B04D09N502	1	0
A88C02B27D69N502	1	0
A88C02B41D45N501	1	0
A88C02B83D64N502	1	0
A88C02B94D37N502	1	0
A88C05B93D03N502	1	0
A88C06B52D63N502	1	0
A88C07B08D83N502	0	1
A88C07B92D88N502	1	0
A88C10B07D08N502	1	0
A88C10B27D60N502	1	0
A88C10B48D75N501	1	0
A88C10B49D54N502	1	0
A88C10B57D27N501	1	0
A88C10B57D92N501	1	0
A88C10B58D66N501	1	0
A88C10B63D69N502	1	0
A88C10B66D94N502	1	0
A88C10B91D38N501	1	0
A88C11B28D11N502	1	0
A88C11B57D79N502	1	0
A88C11B57D89N502	1	0
A88C11B64D47N502	1	0
A88C11B64D88N502	0	1
A88C11B83D68N501	1	0
A88C11B96D65N501	1	0
A88C12B05D26N501	1	0
A88C12B06D35N502	1	0
A88C12B58D50N502	1	0
A88C12B82D17N502	1	0
A88C13B19D17N501	2	0
A88C13B41D01N502	1	0
A88C13B60D71N501	1	0
A88C13B64D73N502	1	0
A88C13B65D63N502	1	0
A88C14B20D16N501	1	0
A88C14B50D23N501	1	0
A88C14B74D26N501	1	0
A88C16B25D88N502	1	0
A88C16B48D38N502	1	0
A88C16B61D53N502	1	0
A88C16B84D89N502	1	0
A88C17B10D94N502	1	0
A88C17B51D71N501	0	1
A88C17B96D44P00	1	0
A88C18B25D45N502	1	0
A88C19B04D95N502	1	0
A88C19B10D56N501	0	1
A88C19B14D20N502	1	0
A88C19B61D44N502	1	0
A88C19B75D17N501	1	0
A88C19B78D74N502	1	0
A88C20B27D90N501	1	0
A88C20B57D84N501	1	0
A88C21B01D64N502	1	0
A88C21B83D61N502	1	0
A88C21B87D05N501	1	0
A88C22B06D45N502	2	0
A88C22B43D52N502	1	0
A88C22B46D54N501	1	0
A88C23B28D77N502	1	0
A88C23B46D28N502	0	1
A88C23B64D52N502	1	0
A88C23B77D48N502	1	0
A88C23B89D06N502	1	0
A88C26B06D49N502	1	0
A88C26B23D28N502	1	0
A88C26B47D75N502	1	0
A88C26B67D71N502	1	0
A88C26B73D17N501	1	0
A88C26B82D39N502	1	0
A88C27B70D22N501	1	0
A88C27B78D22N502	1	0
A88C27B89D92N502	1	0
A88C28B06D52N501	1	0
A88C28B37D92N502	1	0
A88C28B48D17N502	1	0
A88C29B02D31N502	1	0
A88C29B22D80N501	1	0
A88C29B27D73N501	1	0
A88C29B57D91N502	0	1
A88C29B60D44N502	1	0
A88C29B84D16N501	1	0
A88C30B65D08N502	1	0
A88C31B28D42N502	1	0
A88C31B60D95N502	1	0
A88C31B63D14N502	1	0
A88C31B91D80N502	1	0
A88C32B15D96N501	1	0
A88C33B08D39N502	1	0
A88C33B21D79N502	1	0
A88C33B40D27N502	1	0
A88C33B77D06N501	0	1
A88C33B84D78N502	1	0
A88C33B85D43N502	1	0
A88C34B27D66N502	1	0
A88C34B83D92N502	1	0
A88C35B04D38N502	1	0
A88C35B36D33N501	1	0
A88C35B49D88N502	1	0
A88C35B67D63N502	1	0
A88C35B76D25N502	1	0
A88C36B33D55N502	0	1
A88C37B60D92N502	1	0
A88C37B66D93N502	1	0
A88C37B77D25N502	1	0
A88C38B75D37N501	1	0
A88C38B77D32N501	1	0
A88C39B45D54N501	1	0
A88C39B81D57N502	1	0
A88C40B02D64N501	1	0
A88C41B32D33N502	1	0
A88C42B32D88N502	1	0
A88C42B85D87N501	1	0
A88C42B93D08N502	1	0
A88C44B27D21N502	1	0
A88C45B42D61N501	1	0
A88C45B73D78N501	1	0
A88C49B92D35N502	1	0
A88C50B50D08N501	1	0
A88C51B22D68N501	1	0
A88C51B50D78N502	1	0
A88C51B88D50N501	1	0
A88C51B95D42N502	1	0
A88C54B15D18N501	1	0
A88C54B30D89N501	1	0
A88C54B51D49N501	1	0
A88C54B79D51N502	1	0
A88C54B84D87N501	0	1
A88C55B09D74N502	1	0
A88C55B58D66N502	1	0
A88C56B01D85N502	1	0
A88C56B10D47N502	1	0
A88C56B41D20N502	1	0
A88C56B55D54N502	1	0
A88C57B06D13N502	1	0
A88C57B32D83N502	1	0
A88C57B59D44N502	1	0
A88C57B77D36N502	0	1
A88C59B17D65N501	1	0
A88C59B59D42N502	1	0
A88C59B77D54N501	1	0
A88C59B81D86N502	1	0
A88C60B10D34N502	1	0
A88C61B29D08N501	1	0
A88C61B46D42N501	1	0
A88C61B84D06N501	1	0
A88C62B15D42N501	1	0
A88C62B66D62N502	1	0
A88C63B71D86N501	1	0
A88C64B27D64N502	1	0
A88C64B56D89N502	1	0
A88C65B58D44N502	1	0
A88C66B05D80N502	1	0
A88C66B51D01N502	0	1
A88C67B13D62N501	0	1
A88C67B40D78N502	1	0
A88C67B49D17N502	1	0
A88C67B85D93N501	1	0
A88C68B25D73N501	1	0
A88C68B28D05N502	1	0
A88C68B41D60N502	0	1
A88C68B52D04N501	1	0
A88C70B58D69N502	1	0
A88C71B08D14N502	0	1
A88C71B08D43N502	1	0
A88C71B15D15N502	0	1
A88C71B26D83N502	1	0
A88C71B64D69N501	1	0
A88C71B95D61N501	1	0
A88C73B17D47N502	1	0
A88C73B48D48N502	1	0
A88C73B48D75N501	1	0
A88C73B81D12N501	0	1
A88C74B57D88N502	1	0
A88C74B61D16N501	1	0
A88C75B07D49N501	1	0
A88C75B16D84N502	1	0
A88C75B24D70N502	1	0
A88C75B86D61N502	1	0
A88C75B86D87N502	1	0
A88C76B05D74N501	0	1
A88C76B16D75N502	1	0
A88C76B25D08N501	1	0
A88C76B48D10N501	1	0
A88C77B58D86N502	1	0
A88C77B68D81N502	1	0
A88C77B94D13N501	1	0
A88C79B81D75N501	1	0
A88C80B05D71N502	1	0
A88C80B09D93N501	0	1
A88C80B46D17N501	0	1
A88C81B31D83N501	1	0
A88C82B41D29N502	1	0
A88C82B82D90N501	1	0
A88C82B87D45N501	1	0
A88C83B66D10N502	1	0
A88C84B25D76N501	1	0
A88C84B27D34N502	1	0
A88C84B63D49N502	1	0
A88C85B58D01N502	1	0
A88C86B42D77N502	1	0
A88C86B66D43N501	1	0
A88C86B74D77N501	1	0
A88C89B33D78N502	1	0
A88C90B80D91N501	1	0
A88C91B27D81N502	1	0
A88C91B44D42N502	1	0
A88C92B59D14N502	1	0
A88C93B46D36N502	1	0
A88C95B49D34N502	1	0
A88C96B56D90N502	1	0
A89C02B16D16N502	1	0
A89C02B71D92N502	1	0
A89C03B85D59N502	0	1
A89C06B61D93N502	1	0
A89C06B88D04N502	1	0
A89C06B94D04N502	1	0
A89C07B87D10N502	1	0
A89C07B93D21N502	1	0
A89C10B02D28N501	0	1
A89C10B17D31N502	1	0
A89C10B46D93N501	1	0
A89C10B48D14N502	1	0
A89C10B49D66N502	1	0
A89C10B53D44N501	1	0
A89C10B54D78N502	1	0
A89C10B56D16N502	1	0
A89C10B77D17N501	1	0
A89C10B82D49N501	1	0
A89C10B82D79N501	1	0
A89C10B86D68N501	1	0
A89C10B93D03N502	1	0
A89C11B21D78N502	1	0
A89C11B27D52N502	1	0
A89C11B50D64N502	1	0
A89C11B88D87N502	1	0
A89C12B23D25N502	1	0
A89C12B29D34N502	1	0
A89C12B53D09N501	1	0
A89C12B57D05N502	1	0
A89C13B34D85N502	1	0
A89C13B56D19N502	1	0
A89C13B61D68N501	1	0
A89C13B62D38N502	1	0
A89C13B71D45N502	0	1
A89C13B74D60N502	1	0
A89C13B83D87N501	1	0
A89C13B96D71N502	1	0
A89C14B66D31N502	1	0
A89C14B69D36N502	1	0
A89C15B21D06N501	1	0
A89C15B28D92N502	1	0
A89C16B08D36N501	0	1
A89C16B42D56N502	1	0
A89C17B02D91N502	1	0
A89C17B16D33N502	1	0
A89C17B24D32N501	1	0
A89C17B37D70N502	1	0
A89C17B53D67N501	1	0
A89C17B57D34N501	1	0
A89C18B81D17N501	1	0
A89C19B05D55N502	0	1
A89C19B16D15N502	1	0
A89C19B30D13N501	1	0
A89C19B43D51N502	1	0
A89C19B61D65N502	1	0
A89C19B63D04N501	1	0
A89C19B63D71N502	2	0
A89C19B85D10N501	1	0
A89C19B94D23N502	1	0
A89C20B11D78N501	1	0
A89C20B35D96N501	1	0
A89C20B36D57N502	1	0
A89C20B89D59N502	1	0
A89C21B05D89N501	1	0
A89C22B09D90N502	1	0
A89C22B15D06N501	1	0
A89C22B55D73N501	1	0
A89C22B74D75N502	1	0
A89C22B80D31N502	1	0
A89C22B94D54N502	1	0
A89C23B75D68N502	1	0
A89C24B16D64N502	1	0
A89C26B18D93N502	1	0
A89C26B41D39N502	1	0
A89C26B46D84N501	1	0
A89C26B50D43N502	1	0
A89C26B61D94N502	1	0
A89C27B58D78N502	1	0
A89C28B43D73N502	1	0
A89C29B26D90N501	0	1
A89C29B93D56N502	1	0
A89C30B60D16N501	1	0
A89C30B82D32N502	1	0
A89C31B26D08N502	1	0
A89C31B45D16N502	1	0
A89C31B59D88N502	1	0
A89C31B90D43N501	1	0
A89C33B09D69P999	1	0
A89C33B16D87N502	1	0
A89C33B27D14N502	1	0
A89C33B81D51N502	0	1
A89C33B84D58N502	1	0
A89C34B06D67N501	1	0
A89C35B13D30N502	0	1
A89C35B30D95N502	1	0
A89C35B58D10N501	1	0
A89C35B63D86N501	1	0
A89C35B67D34N501	1	0
A89C36B04D48N501	1	0
A89C36B04D79N502	1	0
A89C36B12D25N502	1	0
A89C36B34D74N501	1	0
A89C36B54D58N502	1	0
A89C37B37D58N502	1	0
A89C37B48D35N502	1	0
A89C37B55D86N501	1	0
A89C37B61D82N501	1	0
A89C38B06D58N502	1	0
A89C38B17D87N501	1	0
A89C38B41D43N502	1	0
A89C38B82D29N502	1	0
A89C39B42D53N502	1	0
A89C41B29D20N501	1	0
A89C42B56D21N502	1	0
A89C44B01D24N502	1	0
A89C44B19D20P999	1	0
A89C44B66D57N502	1	0
A89C45B37D70N502	2	0
A89C45B38D32N502	1	0
A89C45B48D42N501	1	0
A89C45B56D08N502	1	0
A89C47B19D56N502	1	0
A89C47B23D89N501	1	0
A89C48B18D11N502	1	0
A89C48B73D63N501	0	1
A89C48B88D72N502	1	0
A89C49B06D11N501	1	0
A89C49B43D69N502	1	0
A89C49B57D92N502	1	0
A89C49B81D35N502	1	0
A89C49B95D72N502	1	0
A89C50B20D90N501	1	0
A89C50B82D96N502	1	0
A89C51B16D62N502	1	0
A89C51B18D39N501	1	0
A89C51B33D32N502	1	0
A89C51B56D54N502	1	0
A89C51B70D02N501	1	0
A89C51B87D69N501	1	0
A89C52B46D58N502	1	0
A89C53B05D69N501	1	0
A89C53B62D60N501	0	1
A89C54B45D12N501	1	0
A89C55B29D41N502	1	0
A89C56B17D79N501	1	0
A89C56B61D86N502	1	0
A89C57B15D29N501	1	0
A89C59B37D28N501	1	0
A89C59B46D89N502	1	0
A89C59B49D55N501	1	0
A89C59B51D35N502	1	0
A89C59B62D60N501	1	0
A89C59B72D88N502	1	0
A89C59B86D27N502	1	0
A89C59B86D30N502	1	0
A89C61B29D19N502	1	0
A89C61B29D25N501	1	0
A89C61B43D17N502	1	0
A89C61B70D87N501	1	0
A89C63B56D38N502	1	0
A89C64B77D34N502	1	0
A89C65B31D89N502	1	0
A89C65B95D36N501	1	0
A89C66B30D64N502	1	0
A89C66B72D55N502	0	1
A89C66B84D78N502	1	0
A89C66B85D28N502	1	0
A89C67B06D10N501	1	0
A89C67B36D34N502	1	0
A89C67B95D51N502	1	0
A89C68B13D73N502	1	0
A89C68B26D93N502	1	0
A89C68B37D75N501	0	1
A89C69B04D92N502	0	1
A89C69B13D70P00	0	1
A89C69B80D89N502	0	1
A89C71B10D01N502	1	0
A89C71B22D82N502	1	0
A89C71B30D45N502	1	0
A89C71B82D64N502	1	0
A89C71B86D66N501	1	0
A89C73B04D28N501	1	0
A89C73B53D46N501	1	0
A89C73B89D85N502	1	0
A89C74B11D54N502	1	0
A89C74B14D22N501	1	0
A89C74B25D51N502	1	0
A89C74B27D53N502	1	0
A89C74B34D73N502	1	0
A89C74B47D52N502	1	0
A89C74B48D62N502	1	0
A89C74B59D61N502	1	0
A89C74B83D15N501	1	0
A89C75B82D02N501	1	0
A89C76B22D39N502	1	0
A89C76B40D21N501	1	0
A89C76B60D07N502	0	1
A89C76B73D93N501	1	0
A89C76B93D23N502	0	1
A89C77B25D17N502	1	0
A89C77B46D18N502	1	0
A89C78B26D66N501	1	0
A89C80B04D29N501	1	0
A89C80B14D46N501	0	1
A89C80B22D52N501	1	0
A89C80B54D94N501	1	0
A89C80B61D01N501	1	0
A89C80B66D79N501	0	1
A89C80B96D87N501	1	0
A89C81B15D71N502	1	0
A89C82B39D96N502	1	0
A89C82B96D24N501	1	0
A89C83B05D51N502	1	0
A89C83B75D64N502	1	0
A89C84B24D63N502	1	0
A89C84B63D57N501	1	0
A89C85B04D35N501	1	0
A89C85B45D90N502	1	0
A89C86B66D28N502	0	1
A89C87B63D84N502	1	0
A89C89B22D94N501	1	0
A89C90B20D30N502	1	0
A89C90B52D86N502	1	0
A89C90B92D94N502	1	0
A89C90B95D69N502	1	0
A89C91B10D41N502	1	0
A89C91B58D48N501	1	0
A89C91B87D33N501	1	0
A89C91B95D01N501	1	0
A89C93B40D77N502	1	0
A89C94B30D64N502	1	0
A89C94B30D91N502	1	0
A89C95B27D33N502	1	0
A89C95B56D44N502	1	0
A89C95B83D70N502	1	0
A89C95B87D83N502	0	1
A90C01B04D32N502	1	0
A90C02B28D75N502	1	0
A90C03B02D32N502	1	0
A90C03B14D28P999	1	0
A90C03B57D05N502	1	0
A90C03B92D27N501	1	0
A90C06B20D39N502	1	0
A90C06B29D86N501	1	0
A90C06B33D10N501	1	0
A90C10B26D87N502	1	0
A90C10B40D91N502	1	0
A90C10B58D37N502	1	0
A90C10B67D07N501	0	1
A90C10B83D63N501	1	0
A90C10B83D96N502	1	0
A90C11B06D94N502	1	0
A90C11B43D14N502	1	0
A90C11B80D35N502	1	0
A90C12B58D90N501	1	0
A90C12B84D62N501	1	0
A90C12B94D66N501	1	0
A90C13B75D65N501	1	0
A90C13B75D84N502	1	0
A90C13B78D24N501	0	1
A90C14B54D51N501	1	0
A90C14B85D20N502	0	1
A90C17B22D34N502	1	0
A90C17B41D66N501	1	0
A90C17B92D70N502	1	0
A90C18B41D84N501	1	0
A90C18B50D26N501	1	0
A90C18B90D89N501	1	0
A90C19B21D91N501	1	0
A90C19B24D49N502	1	0
A90C19B31D45N502	1	0
A90C19B33D66N502	1	0
A90C19B34D65N502	1	0
A90C19B54D95N501	1	0
A90C19B61D76N502	1	0
A90C19B68D53N502	1	0
A90C20B30D22N502	1	0
A90C20B47D58N502	1	0
A90C20B55D16N501	1	0
A90C20B74D79N502	0	1
A90C21B17D29N501	1	0
A90C23B05D63N501	1	0
A90C23B12D60N501	1	0
A90C23B12D89N502	1	0
A90C23B41D06N502	1	0
A90C23B47D50N502	1	0
A90C24B61D53N502	1	0
A90C25B10D64N502	1	0
A90C25B19D41N502	1	0
A90C25B33D57N502	1	0
A90C25B45D12N502	1	0
A90C25B51D85N502	1	0
A90C25B79D15N501	1	0
A90C26B18D34N502	1	0
A90C26B38D93N502	1	0
A90C26B59D39N502	1	0
A90C26B81D92N502	1	0
A90C27B02D24N502	1	0
A90C27B13D08N502	1	0
A90C27B25D77N501	1	0
A90C27B45D79N502	1	0
A90C27B57D06N501	1	0
A90C27B66D01N502	1	0
A90C27B83D27N502	1	0
A90C28B20D73N502	0	1
A90C28B41D62N502	1	0
A90C28B46D65N502	1	0
A90C28B66D74N502	1	0
A90C28B81D44N501	1	0
A90C29B61D17N501	1	0
A90C29B80D04N501	1	0
A90C29B88D50N502	1	0
A90C30B25D08N502	1	0
A90C31B22D89N502	1	0
A90C32B72D61N501	1	0
A90C33B32D75N502	1	0
A90C33B79D60N502	1	0
A90C33B86D85N501	1	0
A90C34B08D75N502	1	0
A90C34B12D76N502	1	0
A90C34B63D74N501	1	0
A90C34B88D11N502	1	0
A90C35B06D20N502	1	0
A90C35B09D38N501	1	0
A90C35B51D31N502	1	0
A90C35B65D51N502	0	1
A90C36B23D65N502	1	0
A90C36B57D49N502	1	0
A90C36B65D90N501	1	0
A90C36B84D91N502	1	0
A90C36B86D28N502	1	0
A90C38B56D80N502	1	0
A90C39B10D14N502	1	0
A90C39B49D33N501	1	0
A90C39B51D65N502	1	0
A90C40B31D36N501	1	0
A90C40B74D14N502	1	0
A90C40B91D71N501	1	0
A90C41B22D87N502	1	0
A90C41B43D27N502	1	0
A90C44B35D11N502	1	0
A90C44B41D03N502	1	0
A90C44B45D80N502	1	0
A90C45B05D51N501	0	1
A90C45B30D86N501	1	0
A90C47B71D62N501	1	0
A90C48B58D20N501	1	0
A90C48B63D38N501	1	0
A90C49B29D93N502	1	0
A90C49B72D67N501	1	0
A90C49B86D63N501	0	1
A90C50B18D93N502	1	0
A90C50B30D22N501	1	0
A90C50B34D95N502	1	0
A90C50B77D90N502	1	0
A90C51B44D27N502	1	0
A90C52B55D52N501	1	0
A90C52B91D21N501	1	0
A90C53B10D54N502	1	0
A90C54B36D92N501	1	0
A90C54B59D91N502	1	0
A90C54B63D26N501	1	0
A90C54B89D59N502	1	0
A90C54B90D51N502	0	1
A90C54B95D44N501	1	0
A90C55B31D57N501	1	0
A90C55B83D82N502	1	0
A90C58B09D42N502	1	0
A90C58B16D15N501	1	0
A90C58B52D91N501	1	0
A90C58B89D58N502	1	0
A90C59B10D37N502	0	1
A90C59B21D50N502	0	1
A90C59B28D19N502	1	0
A90C59B41D63N502	2	0
A90C59B48D60N502	1	0
A90C59B70D60N502	1	0
A90C61B15D53N502	1	0
A90C61B34D38N501	1	0
A90C61B94D34N501	1	0
A90C62B41D55N502	1	0
A90C62B65D34N502	1	0
A90C62B75D01N501	1	0
A90C63B37D62N502	1	0
A90C63B61D45N502	1	0
A90C63B92D77N502	1	0
A90C64B44D38N502	1	0
A90C64B45D64N502	1	0
A90C65B32D75N502	1	0
A90C65B35D49N501	1	0
A90C66B05D33N502	1	0
A90C66B43D38N501	1	0
A90C67B41D72N502	1	0
A90C67B60D29N502	1	0
A90C68B19D80N502	0	1
A90C68B50D38N501	1	0
A90C69B31D23N502	1	0
A90C69B55D74N501	1	0
A90C69B96D67N501	1	0
A90C70B22D17N501	1	0
A90C70B58D06N502	0	1
A90C70B94D61N502	1	0
A90C71B28D29N502	1	0
A90C73B04D83N501	1	0
A90C73B17D69N501	1	0
A90C73B73D36N501	1	0
A90C74B02D08N502	1	0
A90C76B95D86N502	1	0
A90C78B15D60N502	1	0
A90C78B17D20N502	1	0
A90C78B57D08N501	1	0
A90C79B45D58N501	1	0
A90C80B04D14N501	1	0
A90C80B20D91N502	1	0
A90C80B37D83N502	1	0
A90C81B38D80N501	1	0
A90C81B54D62N502	1	0
A90C82B13D41N502	1	0
A90C82B48D22N502	1	0
A90C83B67D17N501	0	1
A90C83B79D47N502	1	0
A90C84B60D20N502	1	0
A90C84B79D69N502	1	0
A90C85B28D41N502	1	0
A90C85B66D56N502	1	0
A90C86B21D29N501	1	0
A90C86B47D07N502	1	0
A90C86B47D75N501	1	0
A90C87B16D64N501	1	0
A90C88B08D19N501	1	0
A90C88B43D01N502	1	0
A90C92B51D27N501	1	0
A90C92B89D35N501	1	0
A90C94B78D13N502	0	1
A90C95B13D54N502	0	1
A90C95B36D22N502	1	0
A90C95B36D64N502	1	0
A90C96B32D11N502	0	1
A90C96B40D14N501	1	0
A90C96B41D09N501	1	0
A91C01B38D33N502	1	0
A91C03B10D55N502	1	0
A91C04B16D03N501	1	0
A91C04B59D52N502	1	0
A91C07B17D48N501	1	0
A91C07B71D29N501	1	0
A91C07B82D64N502	1	0
A91C07B84D68N502	1	0
A91C08B88D08N501	1	0
A91C09B69D93N501	1	0
A91C10B22D78N501	1	0
A91C10B25D68N502	1	0
A91C10B31D96N501	1	0
A91C10B36D27N501	0	1
A91C10B57D70N501	1	0
A91C10B59D51N502	1	0
A91C10B76D44N501	1	0
A91C11B66D23N502	1	0
A91C11B85D09N502	1	0
A91C11B95D45N501	1	0
A91C12B41D67N502	1	0
A91C13B10D28N502	1	0
A91C13B14D74N502	1	0
A91C13B64D23N501	1	0
A91C13B69D71N502	1	0
